1;2;4;0.128522;2;2;
0;3;2;0.843572;3;3;
1;1;1;0.518230;1;1;
1;2;2;0.131348;2;2;
0;3;2;0.988269;3;3;
1;1;1;0.501155;1;1;
1;2;4;0.228505;2;2;
0;3;2;0.993627;3;3;
1;1;1;0.447461;1;1;
1;2;4;0.176994;2;2;
0;3;3;0.908111;3;3;
1;1;3;0.368588;1;1;
1;2;2;0.237125;2;2;
0;3;2;0.974127;3;3;
1;1;3;0.458693;1;1;
1;2;2;0.202734;2;2;
0;3;3;0.704717;3;3;
1;1;1;0.534698;1;1;
1;2;2;0.122015;2;2;
0;3;3;0.908276;3;3;
1;1;3;0.400876;1;1;
1;2;2;0.225667;2;2;
0;3;3;0.873531;3;3;
1;1;1;0.447157;1;1;
1;2;2;0.015646;2;2;
0;3;3;0.698407;3;3;
1;1;1;0.410204;1;1;
1;2;4;0.145242;2;2;
0;3;2;0.773281;3;3;
1;1;3;0.515239;1;1;
1;2;4;0.123155;2;2;
0;3;2;0.698379;3;3;
1;1;1;0.535983;1;1;
1;2;4;0.061574;2;2;
0;3;2;0.983704;3;3;
1;1;1;0.485471;1;1;
1;2;2;0.173101;2;2;
0;3;3;0.970982;3;3;
1;1;1;0.607590;1;1;
1;2;4;0.025859;2;2;
0;3;3;0.804398;3;3;
1;1;1;0.377009;1;1;
1;2;2;0.329123;2;2;
0;3;2;0.974895;3;3;
1;1;3;0.527148;1;1;
1;2;4;0.297686;2;2;
0;3;2;0.895301;3;3;
1;1;3;0.358500;1;1;
1;2;4;0.005308;2;2;
0;3;2;0.813365;3;3;
1;1;1;0.389655;1;1;
1;2;4;0.213078;2;2;
0;3;3;0.840760;3;3;
1;1;1;0.420800;1;1;
1;2;4;0.170935;2;2;
0;3;2;0.687266;3;3;
1;1;1;0.391922;1;1;
1;2;4;0.151417;2;2;
0;3;3;0.684792;3;3;
1;1;3;0.365832;1;1;
1;2;4;0.153004;2;2;
0;3;3;0.888956;3;3;
1;1;1;0.566922;1;1;
1;2;4;0.249602;2;2;
0;3;2;0.759631;3;3;
1;1;1;0.516782;1;1;
1;2;2;0.110327;2;2;
0;3;2;0.811908;3;3;
1;1;1;0.443786;1;1;
1;2;4;0.115015;2;2;
0;3;2;0.945973;3;3;
1;1;3;0.640622;1;1;
1;2;2;0.084733;2;2;
0;3;3;0.977921;3;3;
1;1;1;0.348338;1;1;
1;2;2;0.215522;2;2;
0;3;3;0.853208;3;3;
1;1;1;0.627481;1;1;
1;2;2;0.208239;2;2;
0;3;2;0.837858;3;3;
1;1;1;0.370047;1;1;
1;2;2;0.193834;2;2;
0;3;3;0.670195;3;3;
1;1;3;0.570768;1;1;
1;2;4;0.277693;2;2;
0;3;3;0.903885;3;3;
1;1;3;0.594348;1;1;
1;2;4;0.029732;2;2;
0;3;2;0.741470;3;3;
1;1;3;0.439884;1;1;
1;2;4;0.255435;2;2;
0;3;3;0.949564;3;3;
1;1;1;0.377873;1;1;
1;2;4;0.117975;2;2;
0;3;2;0.961130;3;3;
1;1;3;0.510510;1;1;
1;2;4;0.127364;2;2;
0;3;3;0.670077;3;3;
1;1;1;0.546208;1;1;
1;2;4;0.323789;2;2;
0;3;2;0.887830;3;3;
1;1;1;0.541984;1;1;
1;2;2;0.318329;2;2;
0;3;2;0.884380;3;3;
1;1;1;0.561941;1;1;
1;2;2;0.285598;2;2;
0;3;2;0.949451;3;3;
1;1;1;0.429627;1;1;
1;2;4;0.139265;2;2;
0;3;2;0.729405;3;3;
1;1;1;0.638781;1;1;
1;2;4;0.263426;2;2;
0;3;3;0.828693;3;3;
1;1;1;0.407466;1;1;
1;2;4;0.094867;2;2;
0;3;2;0.762637;3;3;
1;1;3;0.510559;1;1;
1;2;2;0.109045;2;2;
0;3;2;0.888642;3;3;
1;1;1;0.524958;1;1;
1;2;4;0.255521;2;2;
0;3;3;0.769178;3;3;
1;1;1;0.548334;1;1;
1;2;2;0.008682;2;2;
0;3;3;0.717986;3;3;
1;1;1;0.544989;1;1;
1;2;4;0.069361;2;2;
0;3;3;0.757324;3;3;
1;1;1;0.367685;1;1;
1;2;2;0.039041;2;2;
0;3;2;0.990515;3;3;
1;1;1;0.615461;1;1;
1;2;4;0.177325;2;2;
0;3;3;0.919557;3;3;
1;1;1;0.472505;1;1;
1;2;4;0.225980;2;2;
0;3;3;0.815939;3;3;
1;1;3;0.548221;1;1;
1;2;4;0.179867;2;2;
0;3;2;0.923019;3;3;
1;1;1;0.609546;1;1;
1;2;4;0.225110;2;2;
0;3;3;0.756160;3;3;
1;1;3;0.396574;1;1;
1;2;4;0.213336;2;2;
0;3;2;0.932964;3;3;
1;1;3;0.342349;1;1;
1;2;2;0.159209;2;2;
0;3;3;0.846570;3;3;
1;1;1;0.655713;1;1;
1;2;2;0.268522;2;2;
0;3;2;0.766589;3;3;
1;1;1;0.372151;1;1;
1;2;2;0.218488;2;2;
0;3;2;0.782929;3;3;
1;1;1;0.656016;1;1;
1;2;2;0.155252;2;2;
0;3;3;0.903056;3;3;
1;1;3;0.423299;1;1;
1;2;4;0.024899;2;2;
0;3;3;0.925729;3;3;
1;1;1;0.550428;1;1;
1;2;4;0.068952;2;2;
0;3;2;0.947273;3;3;
1;1;1;0.463988;1;1;
1;2;4;0.189952;2;2;
0;3;2;0.687364;3;3;
1;1;3;0.363259;1;1;
1;2;4;0.153032;2;2;
0;3;3;0.724614;3;3;
1;1;1;0.577997;1;1;
1;2;4;0.020408;2;2;
0;3;2;0.947603;3;3;
1;1;1;0.350114;1;1;
1;2;2;0.287414;2;2;
0;3;3;0.694629;3;3;
1;1;3;0.526064;1;1;
1;2;2;0.106225;2;2;
0;3;3;0.683914;3;3;
1;1;3;0.646996;1;1;
1;2;2;0.133690;2;2;
0;3;3;0.979931;3;3;
1;1;3;0.505177;1;1;
1;2;2;0.197142;2;2;
0;3;3;0.942398;3;3;
1;1;3;0.423272;1;1;
1;2;4;0.279676;2;2;
0;3;3;0.962205;3;3;
1;1;1;0.619974;1;1;
1;2;2;0.106833;2;2;
0;3;2;0.987996;3;3;
1;1;3;0.358336;1;1;
1;2;2;0.271811;2;2;
0;3;3;0.963090;3;3;
1;1;3;0.607963;1;1;
1;2;2;0.030818;2;2;
0;3;2;0.784629;3;3;
1;1;1;0.553489;1;1;
1;2;2;0.322788;2;2;
0;3;2;0.916997;3;3;
1;1;1;0.600621;1;1;
1;2;4;0.092782;2;2;
0;3;3;0.765908;3;3;
1;1;3;0.643111;1;1;
1;2;2;0.055203;2;2;
0;3;2;0.688425;3;3;
1;1;1;0.653281;1;1;
1;2;2;0.021007;2;2;
0;3;2;0.763938;3;3;
1;1;3;0.436968;1;1;
1;2;2;0.025515;2;2;
0;3;3;0.761711;3;3;
1;1;3;0.409606;1;1;
1;2;4;0.132614;2;2;
0;3;3;0.820004;3;3;
1;1;1;0.522440;1;1;
1;2;2;0.002817;2;2;
0;3;2;0.787779;3;3;
1;1;3;0.577900;1;1;
1;2;4;0.239894;2;2;
0;3;3;0.878433;3;3;
1;1;1;0.431842;1;1;
1;2;2;0.136348;2;2;
0;3;2;0.681433;3;3;
1;1;3;0.450403;1;1;
1;2;2;0.248080;2;2;
0;3;3;0.959868;3;3;
